red0,standardred0.png,pokemonred0.png,insideoutred0.png
red1,standardred1.png,pokemonred1.png,insideoutred1.png
red1,standardred1.png,pokemonred1.png,insideoutred1.png
red2,standardred2.png,pokemonred2.png,insideoutred2.png
red2,standardred2.png,pokemonred2.png,insideoutred2.png
red3,standardred3.png,pokemonred3.png,insideoutred3.png
red3,standardred3.png,pokemonred3.png,insideoutred3.png
red4,standardred4.png,pokemonred4.png,insideoutred4.png
red4,standardred4.png,pokemonred4.png,insideoutred4.png
red5,standardred5.png,pokemonred5.png,insideoutred5.png
red5,standardred5.png,pokemonred5.png,insideoutred5.png
red6,standardred6.png,pokemonred6.png,insideoutred6.png
red6,standardred6.png,pokemonred6.png,insideoutred6.png
red7,standardred7.png,pokemonred7.png,insideoutred7.png
red7,standardred7.png,pokemonred7.png,insideoutred7.png
red8,standardred8.png,pokemonred8.png,insideoutred8.png
red8,standardred8.png,pokemonred8.png,insideoutred8.png
red9,standardred9.png,pokemonred9.png,insideoutred9.png
red9,standardred9.png,pokemonred9.png,insideoutred9.png
redskip,standardredskip.png,pokemonredskip.png,insideoutredskip.png
redskip,standardredskip.png,pokemonredskip.png,insideoutredskip.png
reddraw2,standardreddraw2.png,pokemonreddraw2.png,insideoutreddraw2.png
reddraw2,standardreddraw2.png,pokemonreddraw2.png,insideoutreddraw2.png
blue0,standardblue0.png,pokemonblue0.png,insideoutblue0.png
blue1,standardblue1.png,pokemonblue1.png,insideoutblue1.png
blue1,standardblue1.png,pokemonblue1.png,insideoutblue1.png
blue2,standardblue2.png,pokemonblue2.png,insideoutblue2.png
blue2,standardblue2.png,pokemonblue2.png,insideoutblue2.png
blue3,standardblue3.png,pokemonblue3.png,insideoutblue3.png
blue3,standardblue3.png,pokemonblue3.png,insideoutblue3.png
blue4,standardblue4.png,pokemonblue4.png,insideoutblue4.png
blue4,standardblue4.png,pokemonblue4.png,insideoutblue4.png
blue5,standardblue5.png,pokemonblue5.png,insideoutblue5.png
blue5,standardblue5.png,pokemonblue5.png,insideoutblue5.png
blue6,standardblue6.png,pokemonblue6.png,insideoutblue6.png
blue6,standardblue6.png,pokemonblue6.png,insideoutblue6.png
blue7,standardblue7.png,pokemonblue7.png,insideoutblue7.png
blue7,standardblue7.png,pokemonblue7.png,insideoutblue7.png
blue8,standardblue8.png,pokemonblue8.png,insideoutblue8.png
blue8,standardblue8.png,pokemonblue8.png,insideoutblue8.png
blue9,standardblue9.png,pokemonblue9.png,insideoutblue9.png
blue9,standardblue9.png,pokemonblue9.png,insideoutblue9.png
blueskip,standardblueskip.png,pokemonblueskip.png,insideoutblueskip.png
blueskip,standardblueskip.png,pokemonblueskip.png,insideoutblueskip.png
